symptom_label,test_step,cnt,total_cnt,ratio
"SATA fio /dev/sda write BW too slow, Cur: 91394, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91405, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91413, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91417, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91461, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91480, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91481, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91499, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91507, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91512, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91537, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91568, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91573, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91574, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91581, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91583, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91585, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91602, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91603, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91610, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91637, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91647, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91654, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91666, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91677, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91680, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91684, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91685, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91694, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91733, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91743, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91753, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91762, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91773, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91775, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91795, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91798, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91799, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91828, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91835, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91849, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91879, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91883, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91913, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91921, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91943, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91957, Exp: 100000",FAT,2,2,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91982, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 91988, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92029, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92038, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92056, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92085, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92087, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92116, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92135, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92185, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92188, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92191, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92206, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92216, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92219, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92228, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92233, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92236, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92240, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92250, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92251, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92254, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92289, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92307, Exp: 100000",FAT,2,2,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92308, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92316, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92317, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92331, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92341, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92345, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92364, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92426, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92499, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92507, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92512, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92517, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92520, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92535, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92616, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92619, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92638, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92663, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92672, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92687, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92720, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92744, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92761, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92770, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92771, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92772, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92779, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92788, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92867, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92869, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92895, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 92913, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93039, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93099, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93107, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93192, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93310, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93328, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93352, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93412, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93565, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93582, Exp: 100000",BFT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93641, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 93854, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 94101, Exp: 100000",BFT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 94341, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 94342, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 94531, Exp: 100000",FAT,1,1,1.0
"SATA fio /dev/sda write BW too slow, Cur: 94908, Exp: 100000",RMA_BFT,1,1,1.0
SBR version,BFT,1,1,1.0
SFC fail,BFT,5378,5422,0.99
SFC fail,RMA_BFT,15,5422,0.0
SFC fail,RMA_FBT,23,5422,0.0
SFC fail,Default Test Step,6,5422,0.0
SFC has ERROR msg,BFT,99,99,1.0
SFC response result is not OK,BFT,167,167,1.0
SFC service fail,BFT,93,94,0.99
SFC service fail,Default Test Step,1,94,0.01
SMBus Test fail,FAT,65,77,0.84
SMBus Test fail,RMA_BFT,7,77,0.09
SMBus Test fail,BFT,5,77,0.06
Sat Test Failed,BFT,185,311,0.59
Sat Test Failed,RUNIN,81,311,0.26
Sat Test Failed,FAT,45,311,0.14
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,RUNIN,45,104,0.43
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,SDC,22,104,0.21
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,FAT,19,104,0.18
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,BFT,9,104,0.09
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,PRETEST,8,104,0.08
Send command fail: /usr/bin/ipmitool sdr elist | grep fan,RMA_BFT,1,104,0.01
Send command fail: /usr/local/bin/gbmc-netconfig,BFT,5,5,1.0
Send command fail: /usr/local/bin/gsys --version,FAT,1,1,1.0
Send command fail: /usr/local/bin/gsys -k bus list | grep actual,FAT,9,9,1.0
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,SDC,173,345,0.5
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,RUNIN,58,345,0.17
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,FAT,52,345,0.15
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,PRETEST,30,345,0.09
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,BFT,24,345,0.07
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,RMA_BFT,7,345,0.02
Send command fail: /usr/local/bin/gsys -k hardware parts | grep PE | grep nic,L10-ORT-nDRT-PTC,1,345,0.0
Send command fail: /usr/local/bin/gsys -k net list,RUNIN,3,5,0.6
Send command fail: /usr/local/bin/gsys -k net list,FAT,2,5,0.4
Send command fail: /usr/local/bin/gsys -k pci list,FAT,1,1,1.0
Send command fail: /usr/local/bin/gsys -k sensor list,PRETEST,19,54,0.35
Send command fail: /usr/local/bin/gsys -k sensor list,RUNIN,17,54,0.31
Send command fail: /usr/local/bin/gsys -k sensor list,SDC,14,54,0.26
Send command fail: /usr/local/bin/gsys -k sensor list,FAT,4,54,0.07
"Send command fail: /usr/local/bin/gsys hardware parts | grep ""/phys/PE[0-7] | io_expansion""",RUNIN,1,1,1.0
Send command fail: /usr/local/bin/memtest86 fast 1547890,FAT,9,9,1.0
Send command fail: /usr/local/bin/memtest86 fast 1547938,FAT,6,6,1.0
Send command fail: /usr/local/bin/memtest86 fast 1547942,FAT,4,4,1.0
Send command fail: /usr/local/bin/memtest86 fast 3096229,FAT,1,1,1.0
Send command fail: /usr/local/bin/memtest86 fast 773606,BFT,1,1,1.0
Send command fail: /usr/local/bin/memtest86 fast 773746,FAT,16,18,0.89
Send command fail: /usr/local/bin/memtest86 fast 773746,BFT,2,18,0.11
Send command fail: /usr/local/bin/memtest86 fast 773764,FAT,1,1,1.0
Send command fail: /usr/local/bin/memtest86 fast 773784,FAT,1,1,1.0
Send command fail: /usr/local/bin/memtest86 fast 773794,FAT,3,3,1.0
Send command fail: /usr/local/bin/memtest86 fast 773798,BFT,14,15,0.93
Send command fail: /usr/local/bin/memtest86 fast 773798,FAT,1,15,0.07
Send command fail: /usr/sbin/dmidecode -t 4,BFT,3,3,1.0
Send command fail: /usr/sbin/kudo.sh led 'bmc-fault' off,BFT,1,1,1.0
Send command fail: /usr/sbin/kudo.sh led 'bmc-fault' on,BFT,1,1,1.0
Send command fail: /usr/sbin/kudo.sh led 'bmc-fault' status,BFT,1,1,1.0
Send command fail: /usr/sbin/kudo.sh led 'bmc-live' on,BFT,5,5,1.0
Send command fail: /usr/sbin/kudo.sh led 'bmc-live' status,BFT,1,1,1.0
Send command fail: /usr/sbin/kudo.sh led 'system-boot' off,BFT,2,2,1.0
Send command fail: /usr/sbin/kudo.sh led 'system-boot' on,BFT,5,5,1.0
Send command fail: /usr/sbin/kudo.sh led 'system-boot' status,BFT,1,1,1.0
Send command fail: cat /etc/os-release,PRETEST,1,1,1.0
Send command fail: dmidecode -t BIOS,BFT,3,3,1.0
Send command fail: fio --name=global --direct=1 --rw=read --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/nvme0n1 --name=sata1 --new_group --filename=/dev/sda ,BFT,4,4,1.0
Send command fail: fio --name=global --direct=1 --rw=read --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,FAT,3,6,0.5
Send command fail: fio --name=global --direct=1 --rw=read --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,BFT,3,6,0.5
Send command fail: fio --name=global --direct=1 --rw=readwrite --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/nvme0n1 --name=sata1 --new_group --filename=/dev/sda ,BFT,2,2,1.0
Send command fail: fio --name=global --direct=1 --rw=readwrite --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,FAT,6,8,0.75
Send command fail: fio --name=global --direct=1 --rw=readwrite --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,RMA_BFT,1,8,0.13
Send command fail: fio --name=global --direct=1 --rw=readwrite --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,BFT,1,8,0.13
Send command fail: fio --name=global --direct=1 --rw=write --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/nvme0n1 --name=sata1 --new_group --filename=/dev/sda ,BFT,3,3,1.0
Send command fail: fio --name=global --direct=1 --rw=write --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,FAT,5,8,0.63
Send command fail: fio --name=global --direct=1 --rw=write --rwmixread=70 --ioengine=libaio --bs=1M --numjobs=100 --runtime=10 --group_reporting --output-format=json --name=sata0 --new_group --filename=/dev/sda ,BFT,3,8,0.38
Send command fail: ifconfig,BFT,2,2,1.0
Send command fail: iperf3 -J -t 10 -p 9001 -c 192.168.200.10,BFT,2,2,1.0
Send command fail: lsblk | grep disk,RUNIN,2,3,0.67
Send command fail: lsblk | grep disk,FAT,1,3,0.33
Send command fail: lscpu,RUNIN,4,5,0.8
Send command fail: lscpu,FAT,1,5,0.2
Send command fail: lscpu --version,BFT,18,23,0.78
Send command fail: lscpu --version,FAT,3,23,0.13
Send command fail: lscpu --version,RMA_BFT,2,23,0.09
Send command fail: lshw -short -class network,BFT,16,21,0.76
Send command fail: lshw -short -class network,FAT,5,21,0.24
Send command fail: lspci -vv -s 0000:a0:01.1,BFT,1,1,1.0
Send command fail: lsusb,RUNIN,3,5,0.6
Send command fail: lsusb,FAT,1,5,0.2
Send command fail: lsusb,PRETEST,1,5,0.2
Send command fail: pcie aer status,FAT,4,4,1.0
Send command fail: ping -c 10 -I eth0 192.168.200.10,FAT,9,18,0.5
Send command fail: ping -c 10 -I eth0 192.168.200.10,BFT,9,18,0.5
Send command fail: stressapptest -s 30 -m 128 -C 128 -W,FAT,289,498,0.58
Send command fail: stressapptest -s 30 -m 128 -C 128 -W,BFT,114,498,0.23
Send command fail: stressapptest -s 30 -m 128 -C 128 -W,RMA_BFT,94,498,0.19
Send command fail: stressapptest -s 30 -m 128 -C 128 -W,L10-ORT-nDRT-THB,1,498,0.0
Sensor check fail,BFT,295,465,0.63
Sensor check fail,FAT,167,465,0.36
Sensor check fail,Default Test Step,1,465,0.0
Sensor check fail,L10-ORT-nDRT-PTC,2,465,0.0
Set Slot LED on Rack to Start Failed,FW update,3,3,1.0
Sync attachment to control server Failed,FAT,27,65,0.42
Sync attachment to control server Failed,RUNIN,21,65,0.32
Sync attachment to control server Failed,SDC,7,65,0.11
Sync attachment to control server Failed,BFT,5,65,0.08
Sync attachment to control server Failed,PRETEST,4,65,0.06
Sync attachment to control server Failed,FW update,1,65,0.02
The count of SATA is not matched.,BFT,19,20,0.95
The count of SATA is not matched.,Default Test Step,1,20,0.05
The count of eeprom_list is not matched.,BFT,9,11,0.82
The count of eeprom_list is not matched.,Default Test Step,2,11,0.18
The disk count of Config_check_HW is not matched.,BFT,209,214,0.98
The disk count of Config_check_HW is not matched.,FAT,4,214,0.02
The disk count of Config_check_HW is not matched.,Default Test Step,1,214,0.0
The fan count of Agora_Fan is not matched.,BFT,51,51,1.0
The fan count of Config_check_HW is not matched.,FAT,331,792,0.42
The fan count of Config_check_HW is not matched.,PRETEST,168,792,0.21
The fan count of Config_check_HW is not matched.,BFT,155,792,0.2
The fan count of Config_check_HW is not matched.,RMA_BFT,121,792,0.15
The fan count of Config_check_HW is not matched.,SDC,4,792,0.01
The fan count of Config_check_HW is not matched.,L10-ORT-DRDT,5,792,0.01
The fan count of Config_check_HW is not matched.,RUNIN,8,792,0.01
The network count of Config_check_HW is not matched.,PRETEST,340,727,0.47
The network count of Config_check_HW is not matched.,FAT,327,727,0.45
The network count of Config_check_HW is not matched.,RUNIN,40,727,0.06
The network count of Config_check_HW is not matched.,SDC,14,727,0.02
The network count of Config_check_HW is not matched.,FW update,5,727,0.01
The network count of Config_check_HW is not matched.,PST,1,727,0.0
The sensor count of Config_check_HW is not matched.,FAT,3452,8261,0.42
The sensor count of Config_check_HW is not matched.,RUNIN,1912,8261,0.23
The sensor count of Config_check_HW is not matched.,BFT,1264,8261,0.15
The sensor count of Config_check_HW is not matched.,PRETEST,796,8261,0.1
The sensor count of Config_check_HW is not matched.,SDC,514,8261,0.06
The sensor count of Config_check_HW is not matched.,RMA_BFT,284,8261,0.03
The sensor count of Config_check_HW is not matched.,RMA_FBT,6,8261,0.0
The sensor count of Config_check_HW is not matched.,FW update,15,8261,0.0
The sensor count of Config_check_HW is not matched.,Default Test Step,2,8261,0.0
The sensor count of Config_check_HW is not matched.,L10-ORT-nDRT-THB,4,8261,0.0
The sensor count of Config_check_HW is not matched.,L10-ORT-nDRT-PTC,3,8261,0.0
The sensor count of Config_check_HW is not matched.,L10-ORT-DRDT,9,8261,0.0
The sensor count of HW is not matched.,BFT,68,68,1.0
The usb count of Config_check_HW is not matched.,FAT,54,192,0.28
The usb count of Config_check_HW is not matched.,BFT,47,192,0.24
The usb count of Config_check_HW is not matched.,RMA_BFT,46,192,0.24
The usb count of Config_check_HW is not matched.,PRETEST,38,192,0.2
The usb count of Config_check_HW is not matched.,RUNIN,6,192,0.03
The usb count of Config_check_HW is not matched.,SDC,1,192,0.01
Timeout exceeded.,PRETEST,488,1270,0.38
Timeout exceeded.,FAT,375,1270,0.3
Timeout exceeded.,RUNIN,247,1270,0.19
Timeout exceeded.,FW update,82,1270,0.06
Timeout exceeded.,SDC,51,1270,0.04
Timeout exceeded.,Diorite FWU,26,1270,0.02
Timeout exceeded.,FV,1,1270,0.0
Total Capacity of Memory fail,BFT,10,10,1.0
Total EEPROMs fail !,BFT,1,1,1.0
Total Network Interface fail,BFT,23,23,1.0
Total Sensors fail,BFT,716,2742,0.26
Total Sensors fail,FAT,686,2742,0.25
Total Sensors fail,RUNIN,660,2742,0.24
Total Sensors fail,PRETEST,475,2742,0.17
Total Sensors fail,SDC,200,2742,0.07
Total Sensors fail,L10-ORT-DRDT,1,2742,0.0
Total Sensors fail,Default Test Step,4,2742,0.0
USB Over Pcie Test failed,BFT,528,875,0.6
USB Over Pcie Test failed,RMA_BFT,195,875,0.22
USB Over Pcie Test failed,FAT,151,875,0.17
USB Over Pcie Test failed,Default Test Step,1,875,0.0
USB Test Failed,BFT,5,7,0.71
USB Test Failed,PST,1,7,0.14
USB Test Failed,FAT,1,7,0.14
Unrecognized GPN,FAT,2,2,1.0
Update Foxconn BIOS Failed,FAT,1034,1357,0.76
Update Foxconn BIOS Failed,PRETEST,302,1357,0.22
Update Foxconn BIOS Failed,Diorite FWU,18,1357,0.01
Update Foxconn BIOS Failed,BFT,3,1357,0.0
Update Foxconn BMC Failed,FAT,221,315,0.7
Update Foxconn BMC Failed,PRETEST,85,315,0.27
Update Foxconn BMC Failed,BFT,8,315,0.03
Update Foxconn BMC Failed,Diorite FWU,1,315,0.0
Update Google BIOS Failed,FW update,691,691,1.0
Update Google BMC Failed,FW update,330,330,1.0
Update Google BMC on GLP Failed,FW update,390,390,1.0
Upgrade Google BIOS Failed,FW update,15,15,1.0
Upgrade Google BMC Failed,FW update,28,28,1.0
Upload IO adapter installation point Failed,PRETEST,198,198,1.0
Upload installation point Failed,FAT,173,198,0.87
Upload installation point Failed,PRETEST,25,198,0.13
Upper critical limit violated,BFT,1437,2882,0.5
Upper critical limit violated,SDC,504,2882,0.17
Upper critical limit violated,RUNIN,368,2882,0.13
Upper critical limit violated,RMA_BFT,331,2882,0.11
Upper critical limit violated,FAT,146,2882,0.05
Upper critical limit violated,L10-ORT-nDRT-PTC,58,2882,0.02
Upper critical limit violated,L10-ORT-DRDT,23,2882,0.01
Upper critical limit violated,L10-ORT-nDRT-THB,9,2882,0.0
Upper critical limit violated,Default Test Step,2,2882,0.0
Upper critical limit violated,PST,4,2882,0.0
VR version check Test failed,PRETEST,10,26,0.38
VR version check Test failed,FAT,8,26,0.31
VR version check Test failed,BFT,6,26,0.23
VR version check Test failed,PST,1,26,0.04
VR version check Test failed,SDC,1,26,0.04
"Validate Diorite PN, SN and installed slot Failed",FAT,3438,3443,1.0
"Validate Diorite PN, SN and installed slot Failed",Diorite FWU,5,3443,0.0
Validate Foxconn BMC Failed,FAT,5,5,1.0
Validate Google BMC Failed,FW update,3,3,1.0
Validate route of DUT Failed,PRETEST,456,836,0.55
Validate route of DUT Failed,FAT,275,836,0.33
Validate route of DUT Failed,RUNIN,62,836,0.07
Validate route of DUT Failed,FW update,20,836,0.02
Validate route of DUT Failed,SDC,16,836,0.02
Validate route of DUT Failed,Diorite FWU,7,836,0.01
Verify Agora FRU,BFT,10,13,0.77
Verify Agora FRU,FAT,3,13,0.23
Verify CPLD OTP FAILED,BFT,26,26,1.0
Verify eMMC Presence Failed,FAT,131,131,1.0
Williamson FRU quantity,BFT,150,150,1.0
Williamson usb interface quantity,BFT,243,243,1.0
[],FAT,2,2,1.0
ampttk-bad-cpu-dkern,SDC,4,4,1.0
ampttk-bad-cpu-rsa,SDC,4,4,1.0
ampttk-procedural-error,SDC,4,4,1.0
attribute-error-exception,BFT,48,72,0.67
attribute-error-exception,RMA_BFT,19,72,0.26
attribute-error-exception,FAT,5,72,0.07
bad-bus,FAT,2993,3010,0.99
bad-bus,L10-ORT-nDRT-THB,5,3010,0.0
bad-bus,PRETEST,6,3010,0.0
bad-bus,L10-ORT-DRDT,6,3010,0.0
bad-i2cool-sensor,PRETEST,4,4,1.0
biosintegrity-procedural-error,FAT,4,4,1.0
blocking-i-o-error-exception,FAT,8,17,0.47
blocking-i-o-error-exception,RUNIN,5,17,0.29
blocking-i-o-error-exception,SDC,4,17,0.24
bmcintegrity-gsys-unreachable,FAT,3,5,0.6
bmcintegrity-gsys-unreachable,FW update,2,5,0.4
bmcintegrity-procedural-error,FW update,2,2,1.0
bus_check-init-task,PRETEST,4,4,1.0
cSSD infos validation failure,FAT,305,493,0.62
cSSD infos validation failure,PRETEST,132,493,0.27
cSSD infos validation failure,RUNIN,41,493,0.08
cSSD infos validation failure,SDC,14,493,0.03
cSSD infos validation failure,Diorite FWU,1,493,0.0
cache-upload-error,FAT,136,153,0.89
cache-upload-error,PRETEST,17,153,0.11
called-process-error-exception,RUNIN,72,101,0.71
called-process-error-exception,BFT,19,101,0.19
called-process-error-exception,FAT,9,101,0.09
called-process-error-exception,PST,1,101,0.01
cn-cmos-reset,FAT,208,212,0.98
cn-cmos-reset,RUNIN,3,212,0.01
